Lat,Lon,Title,rank,Country,2021 pop.,2020 pop.,Growth,popDiff,popChg
36.3654065,119.8005385,Gaomi,745,China,745055,716261,0.0402,28794,grew
30.6592336,116.6302585,Anqing,746,China,744768,726950,0.0245,17818,grew
23.6832984,113.0505994,Qingyuan,747,China,744726,734856,0.0134,9870,grew
-3.3187496,114.5925828,Banjarmasin,748,Indonesia,744334,732005,0.0168,12329,grew
30.6751205,113.8323146,Hanchuan,749,China,743610,715218,0.0397,28392,grew
32.0109736,119.6012702,Danyang,750,China,743482,718649,0.0346,24833,grew
29.4480063,77.740685,Muzaffarnagar,751,India,742227,716748,0.0355,25479,grew
7.802355,6.7430327,Lokoja,752,Nigeria,741482,692050,0.0714,49432,grew
32.6450475,130.6341345,Kumamoto,753,Japan,741455,742612,-0.0016,1157,declined
9.6287383,76.6455326,Kottayam,754,India,739212,696061,0.062,43151,grew
15.8572666,74.5069343,Belgaum,755,India,738074,724747,0.0184,13327,grew
32.0668425,36.0885771,Zarqa,756,Jordan,737085,729220,0.0108,7865,grew
11.0248119,7.6518533,Zaria,757,Nigeria,736098,726172,0.0137,9926,grew
53.3806626,-1.4702278,Sheffield,758,United Kingdom,735292,730158,0.007,5134,grew
-6.0999443,39.3209443,Zanzibar,759,Tanzania,734832,705078,0.0422,29754,grew
31.5128679,34.4581358,Gaza,760,Palestine,734547,713621,0.0293,20926,grew
41.6521342,-0.8809428,Zaragoza,761,Spain,733825,730828,0.0041,2997,grew
28.8602058,121.1419179,Linhai,762,China,732334,708981,0.0329,23353,grew
47.8507859,35.1182867,Zaporizhzhya,763,Ukraine,731984,736167,-0.0057,4183,declined
20.5902502,74.5714979,Malegaon,764,India,731493,715605,0.0222,15888,grew
-23.1860383,-45.8866816,Sao Jose dos Campos,765,Brazil,731481,721795,0.0134,9686,grew
7.7791666,4.5538891,Oshogbo,766,Nigeria,730529,713677,0.0236,16852,grew
39.604,109.785,Ordos City,767,China,730229,706657,0.0334,23572,grew
26.958944,111.283087,Shaoyang,768,China,729522,713559,0.0224,15963,grew
9.172188,76.5008685,Kayamkulam,769,India,726675,694892,0.0457,31783,grew
46.8087794,130.3734556,Jiamusi,770,China,726622,715965,0.0149,10657,grew
12.8698101,74.8430082,Mangalore,771,India,724159,713357,0.0151,10802,grew
34.6553944,133.9194595,Okayama,772,Japan,724157,724696,-0.0007,539,declined
-21.178333,-47.8066671,Ribeirao Preto,773,Brazil,724044,714111,0.0139,9933,grew
34.3075655,108.7234362,Xianyang Shaanxi,774,China,723612,715007,0.012,8605,grew
1.5557893,30.2519376,Bunia,775,DR Congo,723276,679418,0.0646,43858,grew
49.841952,24.0315921,Lviv,776,Ukraine,722476,723758,-0.0018,1282,declined
37.2793607,49.5846102,Rasht,777,Iran,722026,712715,0.0131,9311,grew
36.4794705,119.2129818,Anqiu,778,China,721402,682299,0.0573,39103,grew
43.6428995,122.2558324,Tongliao,779,China,720662,702280,0.0262,18382,grew
36.6421169,127.4891742,Cheongju,780,South Korea,720584,717027,0.005,3557,grew
32.4935378,74.5411575,Sialkot,781,Pakistan,720439,705121,0.0217,15318,grew
9.7452286,-63.1799873,Maturin,782,Venezuela,717788,694716,0.0332,23072,grew
44.23052,-91.864325,Buffalo City,783,South Africa,717067,708559,0.012,8508,grew
26.5860102,101.7179276,Panzhihua,784,China,716878,707134,0.0138,9744,grew
30.5061493,105.574542,Suining Sichuan,785,China,716754,699679,0.0244,17075,grew
42.8888552,129.5008425,Yanji,786,China,716660,695165,0.0309,21495,grew
30.9474457,117.8057282,Tongling,787,China,715946,696639,0.0277,19307,grew
23.5715402,111.0139268,Wuzhou,788,China,715472,696630,0.027,18842,grew
17.0604663,-96.7253575,Oaxaca de Juarez,789,Mexico,714983,704559,0.0148,10424,grew
38.8950368,-77.0365427,Washington,790,United States,714153,709951,0.0059,4202,grew
32.0898005,72.6782574,Sargodha,791,Pakistan,712961,700095,0.0184,12866,grew
21.7718836,72.1416449,Bhavnagar,792,India,711625,700367,0.0161,11258,grew
-28.0023731,153.4145987,Gold Coast,793,Australia,710650,699226,0.0163,11424,grew
36.5853932,109.4828549,Yan'an,794,China,710029,678619,0.0463,31410,grew
-12.8104186,28.2068361,Kitwe,795,Zambia,709854,685908,0.0349,23946,grew
43.7698712,11.2555757,Florence,796,Italy,709064,708357,0.001,707,grew
32.7185614,74.8580917,Jammu,797,India,708612,702085,0.0093,6527,grew
38.2851657,109.7290619,Yulin Shaanxi,798,China,706571,695614,0.0158,10957,grew
19.169335,77.311013,Nanded Waghala,799,India,705667,689771,0.023,15896,grew
31.216036,107.5027564,Dazhou,800,China,705321,682342,0.0337,22979,grew
13.6316368,79.4231711,Tirupati,801,India,704615,679456,0.037,25159,grew
14.4589855,120.9398889,Bacoor,802,Philippines,704334,686398,0.0261,17936,grew
-9.535332,16.9364293,Malanje,803,Angola,704271,665150,0.0588,39121,grew
32.6880537,112.0818901,Dengzhou,804,China,703922,673626,0.045,30296,grew
52.0799838,4.3113461,The Hague,805,Netherlands,703588,697564,0.0086,6024,grew
25.0767425,117.0123483,Longyan,806,China,703524,691987,0.0167,11537,grew
35.027637,111.002141,Yuncheng,807,China,703194,675082,0.0416,28112,grew
37.3886303,-5.9953403,Seville,808,Spain,702386,703790,-0.002,1404,declined
6.3676953,2.4252507,Cotonou,809,Benin,698868,691949,0.01,6919,grew
32.8536216,120.3122464,Dongtai,810,China,698218,676996,0.0313,21222,grew
53.51495,49.407574,Tolyatti,811,Russia,696889,700252,-0.0048,3363,declined
-25.1076701,-64.3494964,Salta,812,Argentina,696715,684751,0.0175,11964,grew
42.222633,-7.9049545,Merca,813,Somalia,696510,666370,0.0452,30140,grew
48.8588897,2.320041,Bali,814,Indonesia,695940,682065,0.0203,13875,grew
30.0393082,121.1501449,Yuyao,815,China,695704,678841,0.0248,16863,grew
42.3602534,-71.0582912,Boston,816,United States,695506,694053,0.0021,1453,grew
-18.9188041,-48.2767837,Uberlandia,817,Brazil,695461,686896,0.0125,8565,grew
21.270278,40.415833,Taif,818,Saudi Arabia,694894,688693,0.009,6201,grew
30.9182867,111.9278808,Yuxi,819,China,693811,662863,0.0467,30948,grew
17.9640988,102.6133707,Vientiane,820,Laos,693594,682542,0.0162,11052,grew
51.4538022,-2.5972985,Bristol,821,United Kingdom,693552,686210,0.0107,7342,grew
-9.0478679,-70.5264976,Akure,822,Nigeria,690533,665524,0.0376,25009,grew
14.1419291,44.1389849,Ibb,823,Yemen,690456,648889,0.0641,41567,grew
20.5218445,-100.8139609,Celaya,824,Mexico,689735,680971,0.0129,8764,grew
14.7978677,42.9544872,Al-Hudaydah,825,Yemen,689640,668899,0.031,20741,grew
36.8150283,127.1140654,Cheonan,826,South Korea,688543,679802,0.0129,8741,grew
-23.1887668,-46.884506,Jundiai,827,Brazil,688192,678521,0.0143,9671,grew
17.166667,77.083333,Gulbarga,828,India,687882,673027,0.0221,14855,grew
-12.6076318,15.7411039,Huambo,829,Angola,687795,671413,0.0244,16382,grew
45.4077172,11.8734455,Padova,830,Italy,687698,683604,0.006,4094,grew
23.5350475,87.3380425,Durgapur,831,India,686568,675384,0.0166,11184,grew
15.8309251,78.0425373,Kurnool,832,India,685818,665186,0.031,20632,grew
31.7754152,-106.464634,El Paso,833,United States,685434,683581,0.0027,1853,grew
47.2186371,-1.5541362,Nantes,834,France,685377,677766,0.0112,7611,grew
26.331667,43.971667,Buraydah,835,Saudi Arabia,684626,668775,0.0237,15851,grew
45.8131847,15.9771774,Zagreb,836,Croatia,684524,684878,-0.0005,354,declined
31.8782976,120.5514595,Zhangjiagang,837,China,683500,656036,0.0419,27464,grew
-0.0226903,109.3447488,Pontianak,838,Indonesia,680655,667910,0.0191,12745,grew
44.6173543,27.314991,Amara,839,Iraq,680156,655663,0.0374,24493,grew
50.6451381,5.5734203,Liege,840,Belgium,679895,677589,0.0034,2306,grew
31.4590371,121.1264772,Taicang,841,China,679623,654441,0.0385,25182,grew
36.1622767,-86.7742984,Nashville,842,United States,678448,674634,0.0057,3814,grew
44.40726,8.9338624,Genoa,843,Italy,677222,679613,-0.0035,2391,declined
30.3925379,114.8898988,Ezhou,844,China,676600,668405,0.0123,8195,grew
9.8694792,-83.7980749,Santiago,845,Dominican Republic,672272,664575,0.0116,7697,grew
-37.9977225,-57.5482703,Mar Del Plata,846,Argentina,672116,665707,0.0096,6409,grew
9.4051992,-0.8423986,Tamale,847,Ghana,671812,641911,0.0466,29901,grew
33.6306299,114.6423617,Zhoukou,848,China,671419,650060,0.0329,21359,grew
51.7687323,19.4569911,Lodz,849,Poland,671395,676830,-0.008,5435,declined
-1.6665685,29.225652,Goma,850,DR Congo,670218,634197,0.0568,36021,grew
35.4729886,-97.5170536,Oklahoma City,851,United States,669347,662202,0.0108,7145,grew
35.5200185,35.7781044,Lattakia,852,Syria,668809,655714,0.02,13095,grew
36.1672559,-115.148516,Las Vegas,853,United States,667501,659410,0.0123,8091,grew
28.3251866,37.6328648,Tabuk,854,Saudi Arabia,667155,657277,0.015,9878,grew
32.7165184,108.9912989,Ankang,855,China,666656,636293,0.0477,30363,grew
6.112331,125.1717145,General Santos City,856,Philippines,665418,652723,0.0194,12695,grew
38.7063767,116.1062203,Renqiu,857,China,664262,640271,0.0375,23991,grew
42.3315509,-83.0466403,Detroit,858,United States,664139,667085,-0.0044,2946,declined
26.2235041,50.5822436,Manama,859,Bahrain,663893,634508,0.0463,29385,grew
27.6995215,111.9890658,Loudi,860,China,663765,639167,0.0385,24598,grew
35.8242715,127.1480657,Jeonju,861,South Korea,663607,663145,0.0007,462,grew
27.2858633,105.2865997,Bijie,862,China,662697,637795,0.039,24902,grew
45.5202471,-122.6741949,Portland,863,United States,662549,658645,0.0059,3904,grew
13.0611195,5.3152203,Sokoto,864,Nigeria,662173,641249,0.0326,20924,grew
21.9647835,108.620787,Qinzhou,865,China,661953,644359,0.0273,17594,grew
22.1757605,113.5514142,Macao,866,Macau,661838,651875,0.0153,9963,grew
41.2946149,36.3320596,Samsun,867,Turkey,660863,642592,0.0284,18271,grew
37.7733197,29.0869273,Denizli,868,Turkey,660643,644782,0.0246,15861,grew
29.9873344,122.2030363,Zhoushan,869,China,659777,647419,0.0191,12358,grew
45.6119057,8.8520522,Busto Arsizio,870,Italy,657698,654258,0.0053,3440,grew
30.6316971,120.5610365,Tongxiang,871,China,656136,629527,0.0423,26609,grew
24.4490237,117.8132438,Longhai,872,China,655081,631203,0.0378,23878,grew
35.7631348,115.0234071,Puyang,873,China,654261,632347,0.0347,21914,grew
24.3705146,111.3590955,Hezhou,874,China,654185,625304,0.0462,28881,grew
25.5310311,78.652689,Jhansi,875,India,653879,642709,0.0174,11170,grew
29.5827203,105.0544575,Neijiang,876,China,653866,645874,0.0124,7992,grew
56.866557,53.2094166,Izhevsk,877,Russia,651601,651338,0.0004,263,grew
35.1490215,-90.0516285,Memphis,878,United States,651011,651042,0,31,declined
22.4732415,70.0552102,Jamnagar,879,India,650977,644738,0.0097,6239,grew
13.322312,43.252987,As-Suways,880,Egypt,649368,638229,0.0175,11139,grew
11.3692044,77.6766269,Erode,881,India,647988,634977,0.0205,13011,grew
25.2856329,51.5264162,Doha,882,Qatar,646177,641380,0.0075,4797,grew
20.1165413,-98.7413535,Pachuca de Soto,883,Mexico,646101,633453,0.02,12648,grew
31.8729183,121.1771295,Haimen,884,China,645598,626067,0.0312,19531,grew
41.7829291,129.7825241,Chongjin,885,North Korea,645488,642447,0.0047,3041,grew
-6.766417,-79.8408308,Chiclayo,886,Peru,645366,637255,0.0127,8111,grew
39.6540161,106.7879045,Wuhai,887,China,644895,630295,0.0232,14600,grew
47.3355856,130.2836718,Hegang,888,China,644894,638855,0.0095,6039,grew
18.2534658,109.5034392,Sanya,889,China,644727,625290,0.0311,19437,grew
31.2457442,34.7925181,Be'er Sheva,890,Israel,644278,637539,0.0106,6739,grew
24.833333,-104.833333,Durango,891,Mexico,642750,630982,0.0187,11768,grew
23.6579595,86.0839161,Bokaro Steel City,892,India,642145,633551,0.0136,8594,grew
51.1263106,16.9781963,Wroclaw,893,Poland,642085,641401,0.0011,684,grew
52.289597,104.280586,Irkutsk,894,Russia,641504,638843,0.0042,2661,grew
53.347402,83.7784496,Barnaul,895,Russia,640396,639783,0.001,613,grew
19.7540045,96.1344976,Nay Pyi Taw,896,Myanmar,639759,593596,0.0778,46163,grew
-20.1560599,28.5887063,Bulawayo,897,Zimbabwe,639722,638188,0.0024,1534,grew
28.8101339,113.0613336,Miluo,898,China,639015,604159,0.0577,34856,grew
45.4371908,12.3345898,Venezia,899,Italy,638264,637245,0.0016,1019,grew
-1.611572,102.779699,Jambi,900,Indonesia,637037,626192,0.0173,10845,grew
25.2689153,55.3152795,Safaqis,901,Tunisia,636613,630175,0.0102,6438,grew
48.481403,135.076935,Khabarovsk,902,Russia,636254,633151,0.0049,3103,grew
34.3508273,62.2164003,Herat,903,Afghanistan,635579,605575,0.0495,30004,grew
51.2254018,6.7763137,Duesseldorf,904,Germany,635046,631942,0.0049,3104,grew
54.596391,-5.9301829,Belfast,905,United Kingdom,634594,630632,0.0063,3962,grew
31.0440068,46.2575523,Nasiriyah,906,Iraq,634492,616994,0.0284,17498,grew
48.7784485,9.1800132,Stuttgart,907,Germany,633808,632692,0.0018,1116,grew
45.4384958,10.9924122,Verona,908,Italy,633128,629658,0.0055,3470,grew
22.2142849,84.8724369,Raurkela,909,India,631310,622636,0.0139,8674,grew
32.6075,43.910833,Jubayl,910,Saudi Arabia,631060,605743,0.0418,25317,grew
56.9493977,24.1051846,Riga,911,Latvia,627763,630692,-0.0046,2929,declined
27.1793466,56.2781423,Bandar Abbas,912,Iran,627174,606633,0.0339,20541,grew
16.7028412,74.2405329,Kolhapur,913,India,626791,619358,0.012,7433,grew
10.6762836,122.9513786,Bacolod,914,Philippines,624783,613437,0.0185,11346,grew
45.649723,9.2053919,Seregno,915,Italy,624706,619871,0.0078,4835,grew
54.3107593,48.3642771,Ulyanovsk,916,Russia,624103,624896,-0.0013,793,declined
-3.1982504,29.0071409,Uvira,917,DR Congo,622862,589731,0.0562,33131,grew
24.2258413,55.7474052,Al-Ain,918,United Arab Emirates,622675,610887,0.0193,11788,grew
41.1257843,16.8620293,Bari,919,Italy,622590,622377,0.0003,213,grew
22.6570263,110.1765019,Yulin Guangxi,920,China,622115,613668,0.0138,8447,grew
26.4691,74.639,Ajmer,921,India,621505,613617,0.0129,7888,grew
1.5574127,110.3439862,Kuching,922,Malaysia,621114,611566,0.0156,9548,grew
11.861324,-15.583055,Bissau,923,Guinea-Bissau,620974,599714,0.0355,21260,grew
10.6228284,10.0287754,Bauchi,924,Nigeria,620800,597679,0.0387,23121,grew
46.2017559,6.1466014,Geneva,925,Switzerland,620131,613373,0.011,6758,grew
30.2745483,109.4833079,Enshi,926,China,619178,586667,0.0554,32511,grew
26.254911,105.9437773,Anshun,927,China,619116,600121,0.0317,18995,grew
6.9387469,79.8541134,Colombo,928,Sri Lanka,619001,612535,0.0106,6466,grew
23.4423808,112.6997273,Sihui,929,China,618859,591080,0.047,27779,grew
33.069049,107.018889,Hanzhong,930,China,618109,605327,0.0211,12782,grew
23.1885131,75.7716562,Ujjain,931,India,617812,607055,0.0177,10757,grew
57.7072326,11.9670171,Gothenburg,932,Sweden,617781,610521,0.0119,7260,grew
37.6866796,112.7383414,Jinzhong,933,China,617236,599611,0.0294,17625,grew
30.2090874,76.3398721,Patiala,934,India,616590,599186,0.029,17404,grew
29.4928874,60.8503017,Zahedan,935,Iran,616511,609873,0.0109,6638,grew
28.8680526,79.298385,Bilaspur,936,India,616394,599812,0.0276,16582,grew
38.2542376,-85.759407,Louisville,937,United States,615924,616781,-0.0014,857,declined
14.8110432,121.0491569,San Jose del Monte,938,Philippines,615815,607692,0.0134,8123,grew
15.239041,44.145513,Hillah,939,Iraq,615167,604149,0.0182,11018,grew
47.9102734,33.3917703,Kryvyi Rih,940,Ukraine,613696,618706,-0.0081,5010,declined
57.6263877,39.8933705,Yaroslavl,941,Russia,612502,612365,0.0002,137,grew
50.8214626,-0.1400561,Brighton,942,United Kingdom,612159,606909,0.0087,5250,grew
-12.2578934,-38.9598047,Feira De Santana,943,Brazil,609939,602128,0.013,7811,grew
43.1150678,131.8855768,Vladivostok,944,Russia,609632,609754,-0.0002,122,declined
23.4610615,91.1808748,Comilla,945,Bangladesh,609345,588772,0.0349,20573,grew
19.416667,-98.166667,Tlaxcala,946,Mexico,606590,596362,0.0172,10228,grew
43.1669821,124.364739,Siping,947,China,604724,594482,0.0172,10242,grew
39.9815552,117.0714873,Sanhe,948,China,604549,576241,0.0491,28308,grew
4.9795999,8.3373597,Calabar,949,Nigeria,604546,579273,0.0436,25273,grew
27.633333,77.583333,Mathura,950,India,603301,588334,0.0254,14967,grew
6.3208897,8.1133202,Abakaliki,951,Nigeria,601712,572028,0.0519,29684,grew
34.5307313,113.3761237,Xinmi,952,China,600980,575696,0.0439,25284,grew
41.9960924,21.4316495,Skopje,953,North Macedonia,600708,595275,0.0091,5433,grew
42.9830241,47.5048717,Makhachkala,954,Russia,600541,599792,0.0012,749,grew
58.6124279,82.0475315,Tomsk,955,Russia,600254,595642,0.0077,4612,grew
32.0165721,120.2693683,Jingjiang,956,China,599221,577513,0.0376,21708,grew
24.7337639,118.6439351,Shishi,957,China,598547,585317,0.0226,13230,grew
25.6301525,119.3756376,Fuqing,958,China,597698,584631,0.0224,13067,grew
37.2595198,39.0408174,Sanliurfa,959,Turkey,596713,590522,0.0105,6191,grew
51.3406321,12.3747329,Leipzig,960,Germany,596230,591052,0.0088,5178,grew
23.8312377,91.2823821,Agartala,961,India,595210,575073,0.035,20137,grew
30.3635622,113.4170705,Xiantao,962,China,594155,588540,0.0095,5615,grew
47.7231316,128.8785919,Yichun Heilongjiang,963,China,593871,598465,-0.0077,4594,declined
24.7991162,93.9364419,Imphal,964,India,593524,575625,0.0311,17899,grew
30.0981854,114.9747162,Daye,965,China,592972,578374,0.0252,14598,grew
-8.9740144,33.3915834,Mbeya,966,Tanzania,592579,566065,0.0468,26514,grew
22.9212029,110.9898501,Cenxi,967,China,592553,565509,0.0478,27044,grew
17.9712148,-76.7928128,Kingston,968,Jamaica,592477,590940,0.0026,1537,grew
16.8502534,74.5948885,Sangli,969,India,592117,583629,0.0145,8488,grew
-15.5986686,-56.0991301,Cuiaba,970,Brazil,591522,588566,0.005,2956,grew
39.6550017,66.9756954,Samarkand,971,Uzbekistan,591252,578762,0.0216,12490,grew
36.7213028,-4.4216366,Malaga,972,Spain,591091,590032,0.0018,1059,grew
4.4386453,-75.2105974,Ibague,973,Colombia,590686,586187,0.0077,4499,grew
51.5142273,7.4652789,Dortmund,974,Germany,589748,589600,0.0003,148,grew
31.521587,130.5474077,Kagoshima,975,Japan,588413,591042,-0.0044,2629,declined
10.395075,-71.4414049,Cabimas,976,Venezuela,588348,578222,0.0175,10126,grew
45.7700345,131.0074987,Qitaihe,977,China,588212,578992,0.0159,9220,grew
43.0349931,-87.922497,Milwaukee,978,United States,587721,588939,-0.0021,1218,declined
37.5023612,15.0873718,Catania,979,Italy,586049,585877,0.0003,172,grew
13.5708192,100.2585874,Samut Sakhon,980,Thailand,585964,578273,0.0133,7691,grew
-10.9891601,26.7397418,Likasi,981,DR Congo,585678,567839,0.0314,17839,grew
-19.828707,34.841782,Beira,982,Mozambique,584989,569911,0.0265,15078,grew
34.973321,48.6555779,Hamadan,983,Iran,584645,577808,0.0118,6837,grew
39.3307915,112.4235469,Shuozhou,984,China,584272,563456,0.0369,20816,grew
41.7225544,125.9170455,Tonghua,985,China,584209,572967,0.0196,11242,grew
11.8145966,42.8453061,Djibouti,986,Djibouti,583695,576157,0.0131,7538,grew
51.4582235,7.0158171,Essen,987,Germany,581579,582128,-0.0009,549,declined
43.1257311,5.9304919,Toulon,988,France,581264,579095,0.0037,2169,grew
51.0493286,13.7381437,Dresden,989,Germany,580877,575476,0.0094,5401,grew
-21.7609533,-43.3501129,Juiz De Fora,990,Brazil,580874,575481,0.0094,5393,grew
7.6906058,-5.0298408,Bouake,991,Ivory Coast,580586,571876,0.0152,8710,grew
4.8142613,-75.6946776,Pereira,992,Colombia,580225,579620,0.001,605,grew
24.578721,73.6862571,Udaipur,993,India,580191,569224,0.0193,10967,grew
34.7678842,111.1908398,Sanmenxia,994,China,579273,561369,0.0319,17904,grew
12.7948109,79.0006411,Vellore,995,India,578956,569048,0.0174,9908,grew
29.2908082,120.2366509,Dongyang,996,China,578734,566083,0.0223,12651,grew
38.4583983,47.9313001,Ardabil,997,Iran,578222,567912,0.0182,10310,grew
8.7567452,78.0797527,Thoothukkudi,998,India,577945,560930,0.0303,17015,grew
-29.116395,26.215496,Bloemfontein,999,South Africa,577560,567029,0.0186,10531,grew
22.4277951,111.1032678,Xinyi,1000,China,577474,559613,0.0319,17861,grew